Year,Position,Amateur Team,Games,Points,Goalie Wins,Score,Amateur League
2015,Defence,Michigan (Big Ten),403.0,237.0,,640.0,NCAA
2015,Forward,Halifax Mooseheads (QMJHL),394.0,264.0,,658.0,QMJHL
2015,Forward,TPS (Finland),408.0,408.0,,816.0,SM-liiga
2015,Forward,Kingston Frontenacs (OHL),346.0,110.0,,456.0,OHL
2015,Forward,Ladia Togliatti (Russia Jr.),214.0,94.0,,308.0,MHL
2015,Defence,Saint John Sea Dogs (QMJHL),54.0,12.0,,66.0,QMJHL
2015,Forward,Swift Current Broncos (WHL),321.0,176.0,,497.0,WHL
2015,Forward,Soo Greyhounds (OHL),16.0,3.0,,19.0,OHL
2015,Forward,Seattle Thunderbirds (WHL),362.0,311.0,,673.0,WHL
2015,Forward,Youngstown Phantoms (USHL),384.0,344.0,,728.0,USHL
2015,Defence,Saint John Sea Dogs (QMJHL),313.0,188.0,,501.0,QMJHL
2015,Forward,Cape Breton Screaming Eagles (QMJHL),113.0,31.0,,144.0,QMJHL
2015,Forward,Farjestad BK (Sweden),343.0,145.0,,488.0,SHL
2015,Forward,USNDT (USA),224.0,98.0,,322.0,USDP
2015,Goalie,Stalnye Lisy Magnitogorsk (Russia Jr.),89.0,1.0,52.0,90.0,MHL
2015,Forward,Waterloo Black Hawks (USHL),324.0,256.0,,580.0,USHL
2015,Forward,Ottawa 67's (OHL),428.0,271.0,,699.0,OHL
2015,Forward,USNDT (USA),309.0,146.0,,455.0,USDP
2015,Defence,Everett Silvertips (WHL),56.0,10.0,,66.0,WHL
2015,Defence,Frolunda HC Jr. (Sweden Jr.),165.0,24.0,,189.0,J20 Nationell
2015,Forward,Shawinigan Cataractes (QMJHL),408.0,189.0,,597.0,QMJHL
2015,Defence,Linkoping HC Jr. (Sweden Jr.),75.0,16.0,,91.0,J20 Nationell
2015,Forward,Kelowna Rockets (WHL),41.0,15.0,,56.0,WHL
2015,Forward,USNDT (USA),318.0,84.0,,402.0,USDP
2015,Forward,Saginaw Spirit (OHL),72.0,13.0,,85.0,OHL
2015,Defence,Erie Otters (OHL),268.0,54.0,,322.0,OHL
2015,Forward,Karpat (Finland),445.0,401.0,,846.0,SM-liiga
2015,Defence,Tri-City Americans (WHL),403.0,70.0,,473.0,WHL
2015,Forward,Boston University (H-East),47.0,8.0,,55.0,NCAA
2015,Defence,Baie-Comeau Drakkar (QMJHL),57.0,8.0,,65.0,QMJHL
2015,Goalie,Barrie Colts (OHL),130.0,1.0,55.0,131.0,OHL
2015,Defence,HC Kosice (Slovakia),226.0,59.0,,285.0,Tipos Extraliga
2015,Forward,Omaha Lancers (USHL),29.0,9.0,,38.0,USHL
2015,Forward,Charlottetown Islanders (QMJHL),202.0,70.0,,272.0,QMJHL
2015,Forward,Prince George Cougars (WHL),132.0,22.0,,154.0,WHL
2015,Forward,Charlottetown Islanders (QMJHL),57.0,11.0,,68.0,QMJHL
2015,Forward,Ilves (Finland),239.0,170.0,,409.0,SM-liiga
2015,Forward,USNDT (USA),272.0,112.0,,384.0,USDP
2015,Defence,Prince Albert Raiders (WHL),65.0,14.0,,79.0,WHL
2015,Defence,Rouyn-Noranda Huskies (QMJHL),142.0,18.0,,160.0,QMJHL
2015,Defence,Barrie Colts (OHL),298.0,112.0,,410.0,OHL
2015,Forward,Gatineau Olympiques (QMJHL),146.0,41.0,,187.0,QMJHL
2015,Defence,Niagara IceDogs (OHL),340.0,137.0,,477.0,OHL
2015,Defence,ZSC Lions (Swiss),175.0,27.0,,202.0,NL
2015,Forward,HV71 Jr. (Sweden Jr.),71.0,20.0,,91.0,J20 Nationell
2015,Defence,Farjestad BK (Sweden),168.0,47.0,,215.0,SHL
2015,Defence,Sudbury Wolves (OHL),59.0,10.0,,69.0,OHL
2015,Defence,Acadie-Bathurst Titan (QMJHL),10.0,0.0,,10.0,QMJHL
2015,Forward,Soo Greyhounds (OHL),5.0,0.0,,5.0,OHL
2015,Forward,Seattle Thunderbirds (WHL),122.0,37.0,,159.0,WHL
2015,Goalie,Brynas IF Jr. (Sweden Jr.),5.0,0.0,0.0,5.0,J20 Nationell
2015,Forward,Rouyn-Noranda Huskies (QMJHL),22.0,1.0,,23.0,QMJHL
2015,Forward,Oshawa Generals (OHL),294.0,159.0,,453.0,OHL
2015,Goalie,Rytiri Kladno (Czech-2),28.0,1.0,15.0,29.0,Tipsport Extraliga
2015,Goalie,Portland Winterhawks (WHL),74.0,2.0,29.0,76.0,WHL
2015,Goalie,Blainville-Boisbriand Armada (QMJHL),63.0,1.0,17.0,64.0,QMJHL
2015,Forward,Waterloo Black Hawks (USHL),27.0,7.0,,34.0,USHL
2015,Forward,Djurgardens IF Jr. (Sweden Jr.),13.0,2.0,,15.0,J20 Nationell
2015,Forward,Assat (Finland),9.0,4.0,,13.0,SM-liiga
2015,Defence,Chicago Steel (USHL),25.0,3.0,,28.0,USHL
2015,Defence,Moorhead HS (High-MN),50.0,8.0,,58.0,High School
2015,Forward,Chicoutimi Sagueneens (QMJHL),163.0,64.0,,227.0,QMJHL
2015,Defence,Soo Greyhounds (OHL),38.0,4.0,,42.0,OHL
2015,Forward,Regina Pats (WHL),171.0,40.0,,211.0,WHL
2015,Forward,Val-d'Or Foreurs (QMJHL),2.0,0.0,,2.0,QMJHL
2015,Defence,Dynamo Moskva (Russia),10.0,3.0,,13.0,KHL
2015,Forward,ZSC Lions (Swiss),192.0,60.0,,252.0,NL
2015,Forward,Tolpar Ufa (Russia Jr.),35.0,5.0,,40.0,MHL
2015,Defence,Muskegon Lumberjacks (USHL),70.0,20.0,,90.0,USHL
2015,Defence,Gatineau Olympiques (QMJHL),101.0,33.0,,134.0,QMJHL
2015,Forward,Swift Current Broncos (WHL),9.0,1.0,,10.0,WHL
2015,Defence,USNDT (USA),144.0,34.0,,178.0,USDP
2015,Forward,Saint John Sea Dogs (QMJHL),232.0,82.0,,314.0,QMJHL
2015,Forward,Moncton Wildcats (QMJHL),241.0,148.0,,389.0,QMJHL
2015,Defence,Seattle Thunderbirds (WHL),190.0,47.0,,237.0,WHL
2015,Forward,Quebec Remparts (QMJHL),45.0,9.0,,54.0,QMJHL
2015,Defence,KalPa Jr. (Finland Jr.),89.0,17.0,,106.0,SM-liiga
2015,Forward,Pirati Chomutov (Czech-2),7.0,1.0,,8.0,Tipsport Extraliga
2015,Forward,Metallurg Novokuznetsk (Russia),136.0,159.0,,295.0,KHL
2015,Forward,HC Plzen (Czech),256.0,77.0,,333.0,Tipsport Extraliga
2015,Defence,Lulea HF Jr. (Sweden Jr.),94.0,14.0,,108.0,J20 Nationell
2015,Forward,Youngstown Phantoms (USHL),3.0,0.0,,3.0,USHL
2015,Forward,Stavanger (Norway),153.0,57.0,,210.0,Fjordkraft-ligaen
2015,Goalie,HC Pardubice Jr. (Czech Jr.),52.0,0.0,13.0,52.0,Tipsport Extraliga
2015,Forward,USNDT (USA),204.0,115.0,,319.0,USDP
2015,Forward,Cedar Rapids RoughRiders (USHL),218.0,70.0,,288.0,USHL
2015,Defence,South Shore (USPHL Premier),189.0,64.0,,253.0,
2015,Forward,Merrimack (H-East),55.0,13.0,,68.0,NCAA
2015,Forward,Sioux Falls Stampede (USHL),7.0,1.0,,8.0,USHL
2015,Defence,Lokomotiv Yaroslavl (Russia),204.0,63.0,,267.0,KHL
2015,Forward,Wisconsin (Big Ten),2.0,0.0,,2.0,NCAA
2015,Forward,Barrie Colts (OHL),260.0,132.0,,392.0,OHL
2015,Forward,Tri-City Storm (USHL),206.0,64.0,,270.0,USHL
2015,Forward,Saint John Sea Dogs (QMJHL),4.0,1.0,,5.0,QMJHL
2015,Goalie,Linkoping HC Jr. (Sweden Jr.),14.0,0.0,8.0,14.0,J20 Nationell
2015,Goalie,Green Bay Gamblers (USHL),1.0,0.0,0.0,1.0,USHL
2015,Forward,Peterborough Petes (OHL),112.0,21.0,,133.0,OHL
2015,Defence,Karpat (Finland),275.0,71.0,,346.0,SM-liiga
2015,Defence,Michigan Tech (WCHA),206.0,55.0,,261.0,
2015,Defence,JYP-Aktemia (Finland-2),67.0,16.0,,83.0,SM-liiga
2015,Goalie,Cushing Academy (High-MA),14.0,0.0,1.0,14.0,High School
2014,Defence,Barrie Colts (OHL),554.0,291.0,,845.0,OHL
2014,Forward,Kootenay Ice (WHL),532.0,377.0,,909.0,WHL
2014,Forward,Prince Albert Raiders (WHL),558.0,616.0,,1174.0,WHL
2014,Forward,Kingston Frontenacs (OHL),483.0,204.0,,687.0,OHL
2014,Forward,Oshawa Generals (OHL),112.0,21.0,,133.0,OHL
2014,Forward,Calgary Hitmen (WHL),317.0,100.0,,417.0,WHL
2014,Defence,Red Deer Rebels (WHL),215.0,31.0,,246.0,WHL
2014,Forward,MODO Hockey (Sweden),439.0,343.0,,782.0,SHL
2014,Forward,Halifax Mooseheads (QMJHL),478.0,358.0,,836.0,QMJHL
2014,Forward,Peterborough Petes (OHL),407.0,160.0,,567.0,OHL
2014,Forward,HV71 Jr. (Sweden Jr.),419.0,283.0,,702.0,J20 Nationell
2014,Forward,Niagara IceDogs (OHL),262.0,81.0,,343.0,OHL
2014,L/RW,Linkoping HC (Sweden),321.0,187.0,,508.0,SHL
2014,Defence,Swift Current Broncos (WHL),87.0,13.0,,100.0,WHL
2014,Forward,USNDT (USA),504.0,358.0,,862.0,USDP
2014,Forward,USNDT (USA),197.0,81.0,,278.0,USDP
2014,Defence,Calgary Hitmen (WHL),335.0,116.0,,451.0,WHL
2014,Forward,USNDT (USA),305.0,177.0,,482.0,USDP
2014,Defence,Sarnia Sting (OHL),270.0,157.0,,427.0,OHL
2014,Forward,Green Bay Gamblers (USHL),364.0,241.0,,605.0,USHL
2014,Forward,Guelph Storm (OHL),302.0,152.0,,454.0,OHL
2014,Forward,KalPa (Finland),321.0,152.0,,473.0,SM-liiga
2014,Forward,Soo Greyhounds (OHL),427.0,205.0,,632.0,OHL
2014,Forward,Sodertalje SK (Sweden-2),510.0,504.0,,1014.0,Allsvenskan
2014,Forward,Saskatoon Blades (WHL),37.0,8.0,,45.0,WHL
2014,Forward,Sarnia Sting (OHL),125.0,46.0,,171.0,OHL
2014,Forward,Windsor Spitfires (OHL),53.0,24.0,,77.0,OHL
2014,Forward,MODO Hockey (Sweden),390.0,186.0,,576.0,SHL
2014,Forward,Brandon Wheat Kings (WHL),42.0,5.0,,47.0,WHL
2014,Forward,Barrie Colts (OHL),230.0,60.0,,290.0,OHL
2014,Forward,Brandon Wheat Kings (WHL),98.0,27.0,,125.0,WHL
2014,Forward,Moncton Wildcats (QMJHL),351.0,149.0,,500.0,QMJHL
2014,Goalie,Boston College (H-East),136.0,3.0,67.0,139.0,NCAA
2014,Goalie,Plymouth Whalers (OHL),88.0,3.0,37.0,91.0,OHL
2014,Defence,Skelleftea AIK Jr. (Sweden Jr.),294.0,79.0,,373.0,J20 Nationell
2014,Goalie,Bili Tygri Liberec Jr. (Czech Jr.),79.0,0.0,41.0,79.0,Tipsport Extraliga
2014,Defence,Djurgardens IF (Sweden-2),33.0,3.0,,36.0,Allsvenskan
2014,Defence,Indiana Ice (USHL),3.0,0.0,,3.0,USHL
2014,Forward,Stalnye Lisy Magnitogorsk (Russia Jr.),66.0,13.0,,79.0,MHL
2014,Forward,Kitchener Rangers (OHL),27.0,1.0,,28.0,OHL
2014,Forward,Val-d'Or Foreurs (QMJHL),169.0,50.0,,219.0,QMJHL
2014,Defence,Kingston Frontenacs (OHL),10.0,3.0,,13.0,OHL
2014,Forward,Youngstown Phantoms (USHL),3.0,1.0,,4.0,USHL
2014,Defence,Waterloo Black Hawks (USHL),374.0,146.0,,520.0,USHL
2014,Forward,Dexter Southfield School (High-MA),254.0,108.0,,362.0,High School
2014,Forward,London Knights (OHL),358.0,179.0,,537.0,OHL
2014,Goalie,Soo Greyhounds (OHL),1.0,0.0,0.0,1.0,OHL
2014,Goalie,Brynas IF Jr. (Sweden Jr.),32.0,0.0,9.0,32.0,J20 Nationell
2014,Forward,Portland Winterhawks (WHL),9.0,0.0,,9.0,WHL
2014,Forward,Assat Jr. (Finland Jr.),159.0,26.0,,185.0,SM-liiga
2014,Defence,Avtomobilist Yekaterinburg (Russia),79.0,11.0,,90.0,KHL
2014,Forward,St. Andrew's College (High-ON),282.0,94.0,,376.0,High School
2014,Defence,Kootenay Ice (WHL),12.0,0.0,,12.0,WHL
2014,Defence,Swift Current Broncos (WHL),21.0,1.0,,22.0,WHL
2014,Goalie,HC Lugano (Swiss),120.0,3.0,48.0,123.0,NL
2014,Goalie,Metallurg Novokuznetsk (Russia),74.0,0.0,39.0,74.0,KHL
2014,Forward,Moose Jaw Warriors (WHL),417.0,368.0,,785.0,WHL
2014,Defence,USNDT (USA),4.0,2.0,,6.0,USDP
2014,Defence,Toronto (OJHL),76.0,12.0,,88.0,
2014,Defence,Waterloo Black Hawks (USHL),42.0,9.0,,51.0,USHL
2014,Forward,Hershey Bears (AHL),55.0,17.0,,72.0,
2014,Forward,North Bay Battalion (OHL),229.0,58.0,,287.0,OHL
2014,Defence,Frolunda HC Jr. (Sweden Jr.),60.0,7.0,,67.0,J20 Nationell
2014,Goalie,HIFK (Finland),57.0,0.0,34.0,57.0,SM-liiga
2014,Forward,Lulea HF (Sweden),187.0,59.0,,246.0,SHL
2014,Forward,Portland Winterhawks (WHL),7.0,0.0,,7.0,WHL
2014,Defence,Saskatoon Blades (WHL),11.0,0.0,,11.0,WHL
2014,Forward,Frolunda HC Jr. (Sweden Jr.),114.0,13.0,,127.0,J20 Nationell
2014,Defence,Quinnipiac (ECAC),235.0,134.0,,369.0,
2014,Goalie,Blues Jr. (Finland Jr.),65.0,1.0,33.0,66.0,SM-liiga
2014,Forward,Tri-City Storm (USHL),22.0,0.0,,22.0,USHL
2014,Forward,Skelleftea AIK (Sweden),451.0,288.0,,739.0,SHL
2014,Forward,Deerfield Academy (High-MA),140.0,32.0,,172.0,High School
2014,Forward,Surrey (BCHL),348.0,154.0,,502.0,BCHL
2014,Forward,Soo Greyhounds (OHL),105.0,77.0,,182.0,OHL
2014,Goalie,MHK Spartak Moskva (Russia Jr.),100.0,1.0,62.0,101.0,MHL
2014,Defence,Calgary Hitmen (WHL),5.0,0.0,,5.0,WHL
2014,Forward,Williston Northampton School (High-MA),41.0,6.0,,47.0,High School
2014,Defence,Linkoping HC Jr. (Sweden Jr.),236.0,81.0,,317.0,J20 Nationell
2014,Forward,Cape Breton Screaming Eagles (QMJHL),47.0,8.0,,55.0,QMJHL
2014,Forward,Sioux Falls Stampede (USHL),42.0,9.0,,51.0,USHL
2014,Forward,Sioux Falls Stampede (USHL),4.0,0.0,,4.0,USHL
2014,Defence,Edmonton Oil Kings (WHL),67.0,12.0,,79.0,WHL
2014,Forward,USNDT (USA),3.0,1.0,,4.0,USDP
2014,Forward,Brynas IF Jr. (Sweden Jr.),263.0,97.0,,360.0,J20 Nationell
2014,Defence,Blainville-Boisbriand Armada (QMJHL),1.0,0.0,,1.0,QMJHL
2014,Defence,Skelleftea AIK Jr. (Sweden Jr.),66.0,5.0,,71.0,J20 Nationell
2014,Forward,Omaha Lancers (USHL),31.0,5.0,,36.0,USHL
2014,Forward,USNDT (USA),211.0,53.0,,264.0,USDP
2014,Forward,Kelowna Rockets (WHL),13.0,1.0,,14.0,WHL
2014,Forward,Edmonton Oil Kings (WHL),1.0,0.0,,1.0,WHL
2014,Forward,Barrie Colts (OHL),360.0,183.0,,543.0,OHL
2014,Forward,Victoriaville Tigres (QMJHL),133.0,39.0,,172.0,QMJHL
2014,Forward,Aurora (OJHL),58.0,17.0,,75.0,
2014,Forward,MODO Hockey Jr. (Sweden Jr.),188.0,127.0,,315.0,J20 Nationell
2014,Forward,Frolunda HC Jr. (Sweden Jr.),168.0,62.0,,230.0,J20 Nationell
2014,Forward,Pirati Chomutov (Czech),257.0,124.0,,381.0,Tipsport Extraliga
2014,Forward,St. Michael's (OJHL),132.0,45.0,,177.0,
2014,Defence,Ottawa 67's (OHL),80.0,17.0,,97.0,OHL
2013,Forward,Halifax Mooseheads (QMJHL),638.0,648.0,,1286.0,QMJHL
2013,Forward,Tappara (Finland),596.0,553.0,,1149.0,SM-liiga
2013,Forward,Halifax Mooseheads (QMJHL),427.0,252.0,,679.0,QMJHL
2013,Defence,Portland Winterhawks (WHL),658.0,337.0,,995.0,WHL
2013,Forward,Brynas IF (Sweden),663.0,449.0,,1112.0,SHL
2013,Forward,Ottawa 67's (OHL),656.0,462.0,,1118.0,OHL
2013,Defence,Soo Greyhounds (OHL),477.0,192.0,,669.0,OHL
2013,Defence,TPS (Finland),608.0,261.0,,869.0,SM-liiga
2013,Forward,London Knights (OHL),572.0,366.0,,938.0,OHL
2013,Forward,Traktor Chelyabinsk (Russia),405.0,174.0,,579.0,KHL
2013,Defence,Rimouski Oceanic (QMJHL),29.0,1.0,,30.0,QMJHL
2013,Forward,London Knights (OHL),501.0,314.0,,815.0,OHL
2013,Defence,Prince Albert Raiders (WHL),423.0,166.0,,589.0,WHL
2013,Forward,Djurgardens IF (Sweden-2),551.0,267.0,,818.0,Allsvenskan
2013,Defence,Brandon Wheat Kings (WHL),346.0,146.0,,492.0,WHL
2013,Defence,London Knights (OHL),485.0,105.0,,590.0,OHL
2013,Forward,Edmonton Oil Kings (WHL),404.0,90.0,,494.0,WHL
2013,Defence,Everett Silvertips (WHL),185.0,28.0,,213.0,WHL
2013,Forward,Windsor Spitfires (OHL),43.0,14.0,,57.0,OHL
2013,Forward,Val-d'Or Foreurs (QMJHL),353.0,225.0,,578.0,QMJHL
2013,Forward,Rimouski Oceanic (QMJHL),178.0,31.0,,209.0,QMJHL
2013,Forward,Gatineau Olympiques (QMJHL),8.0,1.0,,9.0,QMJHL
2013,Forward,Malmo (Sweden-2),519.0,295.0,,814.0,Allsvenskan
2013,Forward,Medicine Hat Tigers (WHL),15.0,4.0,,19.0,WHL
2013,Forward,USNDT (USA),126.0,22.0,,148.0,USDP
2013,Defence,Seattle Thunderbirds (WHL),395.0,223.0,,618.0,WHL
2013,Forward,HC Slovan Bratislava (KHL),141.0,45.0,,186.0,
2013,Forward,Regina Pats (WHL),1.0,0.0,,1.0,WHL
2013,Forward,Guelph Storm (OHL),283.0,74.0,,357.0,OHL
2013,Forward,Plymouth Whalers (OHL),447.0,196.0,,643.0,OHL
2013,Defence,Waterloo Black Hawks (USHL),60.0,7.0,,67.0,USHL
2013,Defence,Owen Sound Attack (OHL),46.0,4.0,,50.0,OHL
2013,Forward,Quebec Remparts (QMJHL),294.0,71.0,,365.0,QMJHL
2013,Forward,Leksands IF (Sweden-2),242.0,38.0,,280.0,Allsvenskan
2013,Forward,USNDT (USA),341.0,142.0,,483.0,USDP
2013,Goalie,Halifax Mooseheads (QMJHL),4.0,0.0,1.0,4.0,QMJHL
2013,Forward,Baie-Comeau Drakkar (QMJHL),55.0,17.0,,72.0,QMJHL
2013,Forward,Chicoutimi Sagueneens (QMJHL),73.0,16.0,,89.0,QMJHL
2013,Forward,London Knights (OHL),107.0,22.0,,129.0,OHL
2013,Defence,MODO Hockey Jr. (Sweden Jr.),300.0,56.0,,356.0,J20 Nationell
2013,Defence,USNDT (USA),119.0,22.0,,141.0,USDP
2013,Forward,Portland Winterhawks (WHL),154.0,30.0,,184.0,WHL
2013,Goalie,Edmonton Oil Kings (WHL),159.0,8.0,93.0,167.0,WHL
2013,Forward,Quebec Remparts (QMJHL),5.0,1.0,,6.0,QMJHL
2013,Defence,Green Bay Gamblers (USHL),59.0,11.0,,70.0,USHL
2013,Defence,Swift Current Broncos (WHL),20.0,2.0,,22.0,WHL
2013,Defence,Linkoping HC Jr. (Sweden Jr.),67.0,12.0,,79.0,J20 Nationell
2013,Forward,Kitchener Rangers (OHL),82.0,9.0,,91.0,OHL
2013,Defence,Kelowna Rockets (WHL),158.0,40.0,,198.0,WHL
2013,Forward,KalPa (Finland),412.0,158.0,,570.0,SM-liiga
2013,Forward,Cape Breton Screaming Eagles (QMJHL),318.0,74.0,,392.0,QMJHL
2013,Forward,Guelph Storm (OHL),276.0,188.0,,464.0,OHL
2013,Goalie,Tri-City Americans (WHL),28.0,1.0,13.0,29.0,WHL
2013,Forward,Islanders Hockey Club (EJHL),289.0,95.0,,384.0,
2013,Goalie,Mississauga Steelheads (OHL),9.0,0.0,3.0,9.0,OHL
2013,Defence,New Hampshire (H-East),475.0,155.0,,630.0,NCAA
2013,Forward,Sudbury Wolves (OHL),47.0,10.0,,57.0,OHL
2013,Forward,Kelowna Rockets (WHL),11.0,0.0,,11.0,WHL
2013,Forward,USNDT (USA),240.0,35.0,,275.0,USDP
2013,Forward,Almaz Cherepovets (Russia Jr.),374.0,271.0,,645.0,MHL
2013,Forward,Sioux City Musketeers (USHL),375.0,341.0,,716.0,USHL
2013,Goalie,Linkoping HC Jr. (Sweden Jr.),42.0,0.0,9.0,42.0,J20 Nationell
2013,Forward,AIK (Sweden),420.0,158.0,,578.0,SHL
2013,Forward,Quebec Remparts (QMJHL),470.0,252.0,,722.0,QMJHL
2013,Forward,Owen Sound Attack (OHL),51.0,5.0,,56.0,OHL
2013,Forward,Niagara IceDogs (OHL),173.0,104.0,,277.0,OHL
2013,Forward,Reaktor Nizhnekamsk (Russia Jr.),1.0,0.0,,1.0,MHL
2013,Forward,Rouyn-Noranda Huskies (QMJHL),216.0,83.0,,299.0,QMJHL
2013,Forward,Salavat Yulaev Ufa (Russia),102.0,23.0,,125.0,KHL
2013,Forward,Portland Winterhawks (WHL),382.0,234.0,,616.0,WHL
2013,Forward,Lulea HF Jr. (Sweden Jr.),40.0,11.0,,51.0,J20 Nationell
2013,Forward,Kamloops Blazers (WHL),9.0,1.0,,10.0,WHL
2013,Defence,Vancouver Giants (WHL),25.0,0.0,,25.0,WHL
2013,Goalie,HPK Jr. (Finland Jr.),222.0,4.0,114.0,226.0,SM-liiga
2013,Forward,Noble & Greenough School (High-MA),326.0,121.0,,447.0,High School
2013,Forward,Brampton Battalion (OHL),248.0,80.0,,328.0,OHL
2013,Forward,Djurgardens IF Jr. (Sweden Jr.),6.0,2.0,,8.0,J20 Nationell
2013,Forward,Guelph Storm (OHL),2.0,0.0,,2.0,OHL
2013,Forward,Michigan (CCHA),483.0,202.0,,685.0,NCAA
2013,Defence,Guelph Storm (OHL),156.0,15.0,,171.0,OHL
2013,Defence,Prince Edward Island Rocket (QMJHL),224.0,74.0,,298.0,QMJHL
2013,Forward,USNDT (USA),38.0,3.0,,41.0,USDP
2013,Forward,USNDT (USA),269.0,62.0,,331.0,USDP
2013,Defence,USNDT (USA),275.0,114.0,,389.0,USDP
2013,Goalie,HK Riga (Russia Jr.),3.0,0.0,1.0,3.0,MHL
2013,Forward,Karpat Jr. (Finland Jr.),34.0,8.0,,42.0,SM-liiga
2013,Defence,Omaha Lancers (USHL),160.0,22.0,,182.0,USHL
2013,Goalie,Waterloo Black Hawks (USHL),91.0,1.0,39.0,92.0,USHL
2013,Defence,USNDT (USA),154.0,20.0,,174.0,USDP
2013,Forward,Lincoln Stars (USHL),32.0,2.0,,34.0,USHL
2013,Defence,Spruce Grove (AJHL),172.0,52.0,,224.0,AJHL
2013,Forward,St. Cloud State (WCHA),84.0,15.0,,99.0,
2013,Defence,Oshawa Generals (OHL),171.0,17.0,,188.0,OHL
2013,Forward,USNDT (USA),2.0,1.0,,3.0,USDP
2013,Forward,Belleville Bulls (OHL),106.0,28.0,,134.0,OHL
2013,Goalie,Kootenay Ice (WHL),2.0,0.0,2.0,2.0,WHL
2013,Goalie,Prince Edward Island Rocket (QMJHL),4.0,0.0,2.0,4.0,QMJHL
2013,Forward,St. John's Prep (High-MA),2.0,0.0,,2.0,High School
2013,Forward,Frolunda HC Jr. (Sweden Jr.),70.0,12.0,,82.0,J20 Nationell
2013,Forward,SC Bern (Swiss),24.0,4.0,,28.0,NL
2013,Forward,Sudbury Wolves (OHL),202.0,116.0,,318.0,OHL
2013,Defence,Regina Pats (WHL),47.0,6.0,,53.0,WHL
2013,Defence,Providence (H-East),37.0,5.0,,42.0,NCAA
2013,Forward,Frolunda HC Jr. (Sweden Jr.),246.0,113.0,,359.0,J20 Nationell
2013,Defence,Medicine Hat Tigers (WHL),12.0,3.0,,15.0,WHL
2013,Defence,Halifax Mooseheads (QMJHL),306.0,121.0,,427.0,QMJHL
2012,Forward,Sarnia Sting (OHL),350.0,136.0,,486.0,OHL
2012,Defence,Everett Silvertips (WHL),432.0,128.0,,560.0,WHL
2012,Forward,Sarnia Sting (OHL),643.0,354.0,,997.0,OHL
2012,Defence,Edmonton Oil Kings (WHL),37.0,2.0,,39.0,WHL
2012,Defence,Moose Jaw Warriors (WHL),654.0,373.0,,1027.0,WHL
2012,Defence,Rogle BK Jr. (Sweden Jr.),591.0,226.0,,817.0,J20 Nationell
2012,Defence,Red Deer Rebels (WHL),519.0,222.0,,741.0,WHL
2012,Defence,Portland Winterhawks (WHL),213.0,52.0,,265.0,WHL
2012,Defence,USNDT (USA),597.0,257.0,,854.0,USDP
2012,Defence,Peterborough Petes (OHL),186.0,34.0,,220.0,OHL
2012,Forward,Leksands IF (Sweden-2),566.0,469.0,,1035.0,Allsvenskan
2012,Forward,Quebec Remparts (QMJHL),249.0,76.0,,325.0,QMJHL
2012,Forward,Kitchener Rangers (OHL),483.0,161.0,,644.0,OHL
2012,Forward,Dubuque Fighting Saints (USHL),545.0,156.0,,701.0,USHL
2012,Defence,Ottawa 67's (OHL),627.0,171.0,,798.0,OHL
2012,Forward,Plymouth Whalers (OHL),647.0,273.0,,920.0,OHL
2012,Forward,HC Slavia Praha (Czech),585.0,387.0,,972.0,Tipsport Extraliga
2012,Forward,Jokerit (Finland),526.0,369.0,,895.0,SM-liiga
2012,Goalie,Tolpar Ufa (Russia Jr.),365.0,16.0,229.0,381.0,MHL
2012,Forward,Oshawa Generals (OHL),441.0,156.0,,597.0,OHL
2012,Forward,Stanstead (High-QC),272.0,80.0,,352.0,High School
2012,Defence,London Knights (OHL),534.0,136.0,,670.0,OHL
2012,Defence,Dubuque Fighting Saints (USHL),417.0,138.0,,555.0,USHL
2012,Goalie,Belleville Bulls (OHL),86.0,0.0,36.0,86.0,OHL
2012,Defence,Green Bay Gamblers (USHL),42.0,5.0,,47.0,USHL
2012,Forward,Belleville Bulls (OHL),148.0,23.0,,171.0,OHL
2012,Forward,Edmonton Oil Kings (WHL),3.0,0.0,,3.0,WHL
2012,Defence,USNDT (USA),448.0,162.0,,610.0,USDP
2012,Forward,USNDT (USA),92.0,11.0,,103.0,USDP
2012,Forward,Barrie Colts (OHL),576.0,267.0,,843.0,OHL
2012,Goalie,Brynas IF Jr. (Sweden Jr.),6.0,0.0,4.0,6.0,J20 Nationell
2012,Forward,USNDT (USA),3.0,0.0,,3.0,USDP
2012,Forward,Djurgardens IF (Sweden),132.0,44.0,,176.0,SHL
2012,Forward,Michigan (CCHA),201.0,53.0,,254.0,NCAA
2012,Defence,USNDT (USA),2.0,2.0,,4.0,USDP
2012,Defence,Wisconsin (WCHA),428.0,99.0,,527.0,
2012,Goalie,Corpus Christi Ice Rays (NAHL),62.0,2.0,22.0,64.0,NAHL
2012,Forward,Guelph Storm (OHL),409.0,128.0,,537.0,OHL
2012,Forward,Halifax Mooseheads (QMJHL),124.0,41.0,,165.0,QMJHL
2012,Forward,Kelowna Rockets (WHL),455.0,135.0,,590.0,WHL
2012,Forward,Shattuck-St. Mary's School (High-MN),205.0,82.0,,287.0,High School
2012,Forward,London Knights (OHL),561.0,226.0,,787.0,OHL
2012,Forward,Vancouver Giants (WHL),477.0,131.0,,608.0,WHL
2012,Forward,Kent School (High-CT),76.0,19.0,,95.0,High School
2012,Defence,Kelowna Rockets (WHL),566.0,230.0,,796.0,WHL
